ID,Name,Nationality,Team & Contract,foot,Best position,Body type,Age,Overall rating,Height,Weight,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending
10497,24E. Ilesanmi,Na_England,Tc_Harrogate Town,F_Right,Bp_ST,Bt_Normal,a1,o1,h4,w4,v1,ta2,ts2,tm2,tp4,tme2,td1
10498,25F. Böhmker,Na_Germany,Tc_VfB Stuttgart II,F_Right,Bp_GK,Bt_Normal,a2,o2,h4,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
10499,24A. Drewe,Na_England,Tc_Queens Park Rangers,F_Right,Bp_RB,Bt_Normal,a3,o1,h1,w2,v1,ta1,ts2,tm2,tp1,tme2,td3
10500,22G. Córdoba,Na_Argentina,Tc_Racing Club,F_Right,Bp_CAM,Bt_Normal,a2,o3,h1,w1,v4,ta3,ts5,tm4,tp2,tme3,td2
10501,U. Ciccioli,Na_Argentina,Tc_Rosario Central,F_Right,Bp_RB,Bt_Normal,a2,o3,h1,w1,v3,ta3,ts2,tm3,tp3,tme2,td4
10502,25J. Alarcón,Na_Peru,Tc_Sporting Cristal,F_Left,Bp_CAM,Bt_Lean,a2,o4,h2,w4,v5,ta5,ts5,tm4,tp5,tme5,td4
10503,J. Bolívar,Na_Peru,Tc_Cusco FC,F_Left,Bp_LWB,Bt_Normal,a4,o4,h1,w5,v3,ta4,ts4,tm4,tp4,tme4,td4
10504,26C. Torrejón,Na_Peru,Tc_Cienciano,F_Right,Bp_CDM,Bt_Normal,a5,o4,h2,w4,v3,ta4,ts4,tm2,tp4,tme5,td5
10505,23J. Chávez,Na_Peru,Tc_Sport Boys,F_Left,Bp_CAM,Bt_Normal,a5,o4,h1,w5,v1,ta5,ts5,tm3,tp4,tme5,td4
10506,23J. Medina,Na_Peru,Tc_Alianza Lima,F_Right,Bp_GK,Bt_Normal,a5,o4,h5,w5,v2,ta1,ts1,tm1,tp1,tme1,td1
10507,J. Bakayoko,Na_Belgium,Tc_RB Leipzig,F_Left,Bp_CAM,Bt_Normal,a3,o5,h2,w4,v5,ta5,ts5,tm5,tp5,tme4,td2
10508,22E. Jara,Na_Argentina,Tc_Gimnasia y Esgrima La Plata,F_Left,Bp_CDM,Bt_Normal,a2,o2,h1,w1,v2,ta3,ts3,tm3,tp2,tme3,td4
10509,L. Hnamte,Na_India,Tc_Chennaiyin FC,F_Right,Bp_CM,Bt_Lean,a3,o1,h2,w1,v1,ta2,ts2,tm1,tp3,tme3,td3
10510,22S. Shirodkar,Na_India,Tc_East Bengal FC,F_Right,Bp_ST,Bt_Lean,a2,o1,h1,w2,v1,ta2,ts1,tm4,tp2,tme1,td1
10511,S. Suresh,Na_India,Tc_Kerala Blasters FC,F_Right,Bp_GK,Bt_Normal,a4,o1,h4,w3,v1,ta1,ts1,tm1,tp1,tme1,td1
10512,B. Varghese,Na_India,Tc_Punjab FC,F_Right,Bp_CB,Bt_Normal,a4,o1,h3,w4,v1,ta1,ts1,tm1,tp2,tme1,td3
10513,T. Morton,Na_England,Tc_Olympique Lyonnais,F_Right,Bp_CM,Bt_Lean,a3,o5,h4,w3,v5,ta5,ts5,tm4,tp5,tme5,td5
10514,H. Tiwari,Na_India,Tc_FC Goa,F_Right,Bp_GK,Bt_Lean,a4,o2,h5,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
10515,22Papuia,Na_India,Tc_FC Goa,F_Right,Bp_CB,Bt_Lean,a2,o1,h3,w3,v1,ta1,ts1,tm3,tp2,tme1,td3
10516,22C. Davis,Na_India,Tc_FC Goa,F_Right,Bp_CAM,Bt_Lean,a3,o1,h2,w2,v1,ta2,ts2,tm3,tp3,tme2,td3
10517,23D. Fernandes,Na_India,Tc_FC Goa,F_Right,Bp_CAM,Bt_Lean,a2,o1,h2,w2,v1,ta2,ts2,tm3,tp1,tme1,td2
10518,22J. Vodhanel,Na_Czechia,Tc_Admira Wacker,F_Left,Bp_CAM,Bt_Normal,a4,o3,h1,w2,v3,ta4,ts5,tm4,tp4,tme3,td2
10519,M. Maglica,Na_Croatia,Tc_SV Darmstadt,F_Left,Bp_CB,Bt_Normal,a5,o4,h5,w5,v4,ta2,ts2,tm1,tp5,tme4,td5
10520,D. Taylor,Na_Northern Ireland,Tc_Blackpool FC,F_Right,Bp_ST,Bt_Normal,a2,o3,h4,w2,v4,ta4,ts3,tm4,tp4,tme3,td2
10521,23C. Espinoza,Na_Chile,Tc_Unión Española,F_Right,Bp_CAM,Bt_Normal,a2,o2,h1,w4,v2,ta2,ts3,tm3,tp2,tme3,td3
10522,23G. Gambetta,Na_Peru,Tc_Sport Boys,F_Right,Bp_GK,Bt_Normal,a4,o3,h4,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
10523,24G. Arévalos,Na_Paraguay,Tc_General Bernardino Caballero,F_Right,Bp_GK,Bt_Normal,a5,o4,h2,w2,v1,ta1,ts1,tm1,tp1,tme1,td1
10524,24T. Arce,Na_Paraguay,Tc_General Bernardino Caballero,F_Right,Bp_CAM,Bt_Normal,a4,o4,h1,w1,v4,ta5,ts5,tm4,tp3,tme2,td2
10525,26J. Rostaing,Na_Peru,Tc_Atlético Grau,F_Right,Bp_RB,Bt_Normal,a5,o4,h2,w3,v3,ta4,ts3,tm4,tp3,tme4,td4
10526,24M. Mareco,Na_Paraguay,Tc_General Bernardino Caballero,F_Right,Bp_RB,Bt_Normal,a5,o4,h2,w1,v3,ta2,ts3,tm2,tp1,tme3,td5
10527,E. Viveros,Na_Argentina,Tc_Argentinos Juniors,F_Right,Bp_RM,Bt_Normal,a3,o4,h2,w2,v4,ta4,ts4,tm4,tp4,tme5,td4
10528,22L. Fernández,Na_Paraguay,Tc_General Bernardino Caballero,F_Right,Bp_CM,Bt_Normal,a5,o3,h3,w5,v2,ta3,ts4,tm3,tp4,tme3,td3
10529,B. İnce,Na_Türkiye,Tc_Al Okhdood,F_Left,Bp_CAM,Bt_Lean,a2,o3,h3,w3,v3,ta3,ts4,tm5,tp2,tme1,td2
10530,26D. Lembikisa,Na_Jamaica,Tc_Wolverhampton Wanderers,F_Right,Bp_RB,Bt_Lean,a2,o3,h2,w1,v3,ta3,ts3,tm5,tp3,tme4,td4
10531,22C. Dixon,Na_England,Tc_Derby County,F_Right,Bp_CM,Bt_Lean,a2,o1,h2,w2,v1,ta2,ts3,tm3,tp2,tme3,td3
10532,L. Kåhed,Na_Sweden,Tc_IFK Göteborg,F_Right,Bp_CAM,Bt_Lean,a3,o3,h1,w1,v3,ta3,ts4,tm5,tp1,tme3,td3
10533,23A. Nygaard,Na_Sweden,Tc_IFK Göteborg,F_Right,Bp_ST,Bt_Normal,a2,o1,h4,w2,v1,ta2,ts1,tm2,tp2,tme1,td1
10534,22D. Corozo Arroyo,Na_Ecuador,Tc_SD Aucas,F_Right,Bp_GK,Bt_Normal,a1,o2,h5,w5,v2,ta1,ts1,tm1,tp1,tme1,td1
10535,22C. Borja,Na_Ecuador,Tc_SD Aucas,F_Right,Bp_RM,Bt_Normal,a2,o2,h1,w3,v2,ta4,ts4,tm3,tp3,tme3,td4
10536,22M. De La Cruz,Na_Ecuador,Tc_LDU Quito,F_Left,Bp_LM,Bt_Normal,a1,o2,h1,w3,v3,ta4,ts3,tm3,tp3,tme4,td3
10537,22S. Valencia,Na_Ecuador,Tc_LDU Quito,F_Left,Bp_CB,Bt_Normal,a1,o2,h2,w4,v2,ta2,ts2,tm2,tp2,tme2,td4
10538,23E. Valencia,Na_Ecuador,Tc_Barcelona de Guayaquil,F_Left,Bp_ST,Bt_Normal,a1,o2,h1,w1,v2,ta5,ts3,tm2,tp3,tme2,td1
10539,22C. Gallardo,Na_Ecuador,Tc_Barcelona de Guayaquil,F_Right,Bp_RM,Bt_Normal,a1,o2,h1,w1,v3,ta3,ts3,tm3,tp2,tme2,td2
10540,25T. Roberts,Na_Jamaica,Tc_Wolverhampton Wanderers,F_Right,Bp_RW,Bt_Normal,a2,o2,h4,w3,v3,ta3,ts3,tm5,tp2,tme2,td2
10541,22R. Acuña,Na_Paraguay,Tc_General Bernardino Caballero,F_Right,Bp_ST,Bt_Normal,a5,o2,h3,w4,v2,ta4,ts2,tm1,tp4,tme3,td2
10542,24M. Romero,Na_Paraguay,Tc_General Bernardino Caballero,F_Right,Bp_CB,Bt_Normal,a5,o4,h1,w3,v3,ta2,ts1,tm2,tp3,tme2,td4
10543,24J. Vera,Na_Paraguay,Tc_General Bernardino Caballero,F_Right,Bp_CM,Bt_Normal,a5,o3,h2,w5,v2,ta3,ts4,tm2,tp3,tme5,td4
10544,24T. Lezcano,Na_Paraguay,Tc_General Bernardino Caballero,F_Left,Bp_LB,Bt_Normal,a5,o3,h2,w5,v3,ta3,ts3,tm4,tp2,tme2,td4
10545,25D. Luna,Na_Ecuador,Tc_Deportivo Cuenca,F_Left,Bp_CAM,Bt_Lean,a5,o4,h1,w1,v3,ta5,ts5,tm5,tp5,tme5,td3
10546,23W. Caicedo,Na_Ecuador,Tc_9 de Octubre,F_Right,Bp_ST,Bt_Stocky,a5,o4,h2,w5,v3,ta5,ts4,tm3,tp5,tme4,td2
10547,24E. Recalde,Na_Ecuador,Tc_Delfín SC,F_Right,Bp_GK,Bt_Normal,a5,o4,h4,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
10548,23M. Lucas,Na_Ecuador,Tc_9 de Octubre,F_Right,Bp_CB,Bt_Normal,a5,o4,h2,w4,v3,ta2,ts3,tm2,tp4,tme4,td5
10549,26E. Quinteros,Na_Argentina,Tc_Godoy Cruz,F_Right,Bp_CDM,Bt_Normal,a4,o2,h1,w2,v2,ta3,ts3,tm2,tp2,tme3,td4
10550,23L. Soria,Na_United States,Tc_Godoy Cruz,F_Right,Bp_RM,Bt_Normal,a1,o2,h1,w2,v3,ta3,ts3,tm2,tp1,tme1,td2
10551,22E. Breviglieri,Na_Madagascar,Tc_Dijon FCO,F_Right,Bp_GK,Bt_Normal,a1,o1,h5,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
10552,23T. Cele,Na_South Africa,Tc_Radomiak Radom,F_Right,Bp_CM,Bt_Normal,a4,o3,h2,w4,v3,ta4,ts4,tm4,tp4,tme4,td4
10553,O. Fraulo,Na_Denmark,Tc_Derby County,F_Right,Bp_CM,Bt_Lean,a2,o4,h2,w4,v5,ta5,ts5,tm4,tp5,tme5,td4
10554,Unai Marrero,Na_Spain,Tc_Real Sociedad,F_Right,Bp_GK,Bt_Normal,a4,o5,h5,w5,v5,ta1,ts1,tm1,tp1,tme1,td1
10555,Peru Rodríguez,Na_Spain,Tc_Cultural Leonesa,F_Right,Bp_CB,Bt_Normal,a4,o3,h2,w3,v4,ta3,ts2,tm3,tp3,tme4,td5
10556,22B. Terrell,Na_England,Tc_AFC Bournemouth,F_Right,Bp_GK,Bt_Lean,a1,o1,h5,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
10557,22C. Wilson,Na_Northern Ireland,Tc_Shrewsbury Town,F_Right,Bp_RWB,Bt_Lean,a1,o1,h4,w5,v1,ta1,ts1,tm4,tp2,tme2,td3
10558,24Enol Coto,Na_Spain,Tc_Real Sporting de Gijón,F_Right,Bp_RB,Bt_Lean,a3,o3,h1,w1,v3,ta2,ts3,tm5,tp2,tme3,td4
10559,22Aitor Puñal,Na_Spain,Tc_UD Almería,F_Right,Bp_CB,Bt_Normal,a3,o3,h2,w3,v3,ta2,ts2,tm3,tp3,tme3,td5
10560,M. Oswald,Na_Austria,Tc_SC Rheindorf Altach,F_Right,Bp_CDM,Bt_Lean,a4,o4,h1,w1,v4,ta4,ts4,tm4,tp5,tme5,td4
10561,22E. Ayón,Na_Mexico,Tc_Tijuana,F_Left,Bp_ST,Bt_Lean,a2,o2,h4,w2,v3,ta4,ts2,tm2,tp4,tme2,td1
10562,23P. Boyes,Na_England,Tc_Hartlepool United,F_Right,Bp_GK,Bt_Normal,a1,o1,h4,w3,v1,ta1,ts1,tm1,tp1,tme1,td1
10563,24M. Ferrel,Na_Bolivia,Tc_Guabirá,F_Right,Bp_GK,Bt_Normal,a2,o2,h2,w3,v2,ta1,ts1,tm1,tp1,tme1,td1
10564,23Matheus Bueno,Na_Brazil,Tc_Gil Vicente FC,F_Right,Bp_CAM,Bt_Normal,a4,o4,h2,w2,v4,ta4,ts5,tm4,tp4,tme5,td3
10565,A. Andresen,Na_Denmark,Tc_Silkeborg IF,F_Right,Bp_GK,Bt_Lean,a1,o3,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
10566,23M. Neutgens,Na_Germany,Tc_Bayer 04 Leverkusen,F_Right,Bp_GK,Bt_Normal,a1,o2,h4,w3,v2,ta1,ts1,tm1,tp1,tme1,td1
10567,23A. Armour,Na_United States,Tc_Charlotte FC,F_Left,Bp_LB,Bt_Normal,a1,o1,h2,w1,v1,ta1,ts1,tm3,tp1,tme1,td3
10568,22C. Monks,Na_England,Tc_Blackpool FC,F_Right,Bp_GK,Bt_Normal,a1,o1,h3,w3,v1,ta1,ts1,tm1,tp1,tme1,td1
10569,22S. Sinclair,Na_England,Tc_Blackpool FC,F_Right,Bp_RWB,Bt_Lean,a1,o1,h1,w1,v1,ta1,ts2,tm4,tp2,tme2,td3
10570,M. Wels,Na_Austria,Tc_WSG Tirol,F_Left,Bp_CAM,Bt_Lean,a2,o4,h4,w2,v4,ta5,ts5,tm3,tp4,tme4,td2
10571,A. Simarra,Na_Colombia,Tc_Universidad Central de Venezuela,F_Left,Bp_CB,Bt_Normal,a4,o4,h5,w5,v4,ta2,ts1,tm2,tp3,tme4,td5
10572,26F. Afena-Gyan,Na_Ghana,Tc_Cremonese,F_Right,Bp_ST,Bt_Normal,a3,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme4,td2
10573,G. Scalvini,Na_Italy,Tc_Atalanta,F_Right,Bp_CB,Bt_Normal,a2,o5,h5,w4,v5,ta3,ts3,tm2,tp4,tme4,td5
10574,A. Laidani,Na_Switzerland,Tc_Modena,F_Right,Bp_GK,Bt_Lean,a3,o4,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
10575,Iker Bravo,Na_Spain,Tc_UD Las Palmas,F_Right,Bp_ST,Bt_Normal,a2,o4,h3,w4,v4,ta5,ts4,tm3,tp4,tme3,td1
10576,22T. Schirò,Na_Italy,Tc_Crotone,F_Left,Bp_CM,Bt_Lean,a2,o1,h3,w4,v2,ta2,ts4,tm2,tp3,tme3,td3
10577,E. Sihlaroglu,Na_Türkiye,Tc_Karlsruher SC,F_Right,Bp_CAM,Bt_Lean,a1,o2,h2,w1,v2,ta3,ts3,tm4,tp2,tme3,td3
10578,22N. Haymamba,Na_Cameroon,Tc_FC Arouca,F_Right,Bp_GK,Bt_Normal,a3,o2,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
10579,23Moresche,Na_Brazil,Tc_Central Coast Mariners,F_Right,Bp_ST,Bt_Lean,a4,o3,h2,w1,v3,ta4,ts3,tm2,tp4,tme4,td2
10580,Y. Regeer,Na_Netherlands,Tc_Ajax,F_Right,Bp_CM,Bt_Normal,a2,o5,h2,w1,v5,ta5,ts5,tm5,tp5,tme5,td5
10581,23S. Wylin,Na_Belgium,Tc_KV Oostende,F_Right,Bp_RWB,Bt_Lean,a1,o3,h1,w1,v4,ta2,ts3,tm4,tp3,tme4,td4
10582,22L. Kirnon,Na_Montserrat,Tc_Salford City,F_Right,Bp_RB,Bt_Lean,a1,o1,h1,w1,v1,ta1,ts1,tm3,tp1,tme1,td3
10583,Carlos Martín,Na_Spain,Tc_Rayo Vallecano,F_Right,Bp_ST,Bt_Normal,a4,o5,h3,w3,v5,ta5,ts5,tm5,tp5,tme5,td2
10584,26S. Cissé,Na_France,Tc_AS Nancy Lorraine,F_Right,Bp_ST,Bt_Lean,a3,o2,h1,w1,v2,ta3,ts3,tm5,tp2,tme1,td1
10585,22R. Bravo,Na_Argentina,Tc_Newell's Old Boys,F_Right,Bp_ST,Bt_Lean,a1,o3,h1,w3,v3,ta4,ts4,tm4,tp3,tme3,td2
10586,24M. Benítez,Na_Argentina,Tc_Barracas Central,F_Right,Bp_CAM,Bt_Normal,a2,o3,h1,w1,v4,ta4,ts4,tm4,tp3,tme4,td4
10587,23M. Campagnaro,Na_Argentina,Tc_Newell's Old Boys,F_Left,Bp_LB,Bt_Normal,a1,o2,h3,w2,v3,ta1,ts2,tm3,tp1,tme3,td4
10588,25E. Çetin,Na_Türkiye,Tc_Fenerbahçe SK,F_Right,Bp_GK,Bt_Normal,a2,o2,h4,w5,v2,ta1,ts1,tm1,tp1,tme1,td1
10589,Owono,Na_Equatorial Guinea,Tc_FC Andorra,F_Right,Bp_GK,Bt_Lean,a4,o4,h4,w1,v4,ta1,ts1,tm1,tp1,tme1,td1
10590,M. Al Qahtani,Na_Saudi Arabia,Tc_Al Taawoun FC,F_Left,Bp_CAM,Bt_Lean,a3,o3,h1,w1,v3,ta3,ts4,tm5,tp1,tme2,td2
10591,H. Vale,Na_England,Tc_Queens Park Rangers,F_Left,Bp_LM,Bt_Lean,a2,o4,h3,w4,v5,ta5,ts5,tm4,tp4,tme4,td4
10592,22D. Bravo,Na_Chile,Tc_CD Huachipato,F_Right,Bp_CAM,Bt_Lean,a1,o1,h1,w2,v1,ta2,ts2,tm2,tp2,tme3,td2
10593,23J. Ataupillco,Na_Peru,Tc_Ayacucho,F_Left,Bp_LB,Bt_Normal,a2,NA,h1,w2,v3,ta3,ts3,tm4,tp2,tme4,td4
10594,25S. Mederos,Na_Uruguay,Tc_Racing Club de Montevideo,F_Left,Bp_LM,Bt_Normal,a5,o3,h1,w1,v3,ta3,ts5,tm3,tp4,tme4,td3
10595,22Álex Blanco,Na_Spain,Tc_CF Fuenlabrada,F_Right,Bp_CM,Bt_Normal,a1,o2,h2,w3,v3,ta3,ts4,tm2,tp3,tme4,td3
10596,26H. Sohna,Na_England,Tc_Cheltenham Town,F_Left,Bp_CAM,Bt_Lean,a4,o1,h2,w3,v1,ta2,ts3,tm4,tp2,tme3,td3
10597,26Matheus França,Na_Brazil,Tc_Crystal Palace,F_Right,Bp_RW,Bt_Lean,a2,o4,h4,w1,v5,ta5,ts5,tm5,tp5,tme4,td2
10598,J. Farrell,Na_Australia,Tc_Western Sydney Wanderers,F_Left,Bp_CB,Bt_Lean,a3,o4,h2,w3,v4,ta3,ts3,tm3,tp4,tme4,td5
10599,26J. Romagnoli,Na_Argentina,Tc_Cienciano,F_Right,Bp_LM,Bt_Normal,a5,o4,h4,w5,v4,ta5,ts5,tm4,tp5,tme5,td3
10600,25A. Ayarza,Na_Panama,Tc_The Strongest,F_Right,Bp_CM,Bt_Normal,a5,o4,h5,w5,v3,ta5,ts4,tm3,tp5,tme5,td4
10601,M. Moormann,Na_Austria,Tc_Blau-Weiß Linz,F_Left,Bp_CB,Bt_Normal,a4,o4,h4,w5,v4,ta3,ts2,tm2,tp5,tme3,td5
10602,22A. Munford,Na_New Zealand,Tc_Brisbane Roar,F_Right,Bp_GK,Bt_Normal,a2,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
10603,24A. Quintana,Na_Peru,Tc_Cienciano,F_Left,Bp_LWB,Bt_Lean,a3,o4,h1,w1,v4,ta4,ts4,tm4,tp4,tme4,td4
10604,E. Perleche,Na_Peru,Tc_Alianza Atlético,F_Right,Bp_RB,Bt_Lean,a4,o4,h1,w1,v4,ta4,ts4,tm4,tp4,tme5,td4
10605,23J. Guivin,Na_Peru,Tc_Universitario de Deportes,F_Right,Bp_CM,Bt_Normal,a4,o4,h1,w1,v4,ta5,ts5,tm3,tp4,tme5,td4
10606,E. Radaslavescu,Na_Romania,Tc_FCV Farul Constanța,F_Right,Bp_CAM,Bt_Stocky,a2,o4,h3,w2,v4,ta4,ts5,tm3,tp5,tme5,td3
10607,23J. Barbieri,Na_Peru,Tc_Cienciano,F_Right,Bp_GK,Bt_Normal,a5,o3,h3,w4,v2,ta1,ts1,tm1,tp1,tme1,td1
10608,23P. Trujillo,Na_Peru,Tc_Cienciano,F_Right,Bp_GK,Bt_Normal,a3,o2,h1,w1,v2,ta1,ts1,tm1,tp1,tme1,td1
10609,Gabilondo,Na_Spain,Tc_Málaga CF,F_Right,Bp_RB,Bt_Lean,a5,o3,h2,w2,v2,ta3,ts3,tm3,tp2,tme4,td4
10610,22E. Lara,Na_Mexico,Tc_Club América,F_Right,Bp_CB,Bt_Normal,a1,o2,h1,w2,v2,ta1,ts2,tm1,tp2,tme2,td5
10611,22A. Gallo,Na_Argentina,Tc_Central Cordoba SdE,F_Right,Bp_ST,Bt_Normal,a3,o2,h5,w5,v3,ta3,ts2,tm2,tp4,tme2,td2
10612,25F. Böhmker,Na_Germany,Tc_VfB Stuttgart II,F_Right,Bp_GK,Bt_Normal,a2,o2,h4,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
10613,24A. Drewe,Na_England,Tc_Queens Park Rangers,F_Right,Bp_RB,Bt_Normal,a3,o1,h1,w2,v1,ta1,ts2,tm2,tp1,tme2,td3
10614,22G. Córdoba,Na_Argentina,Tc_Racing Club,F_Right,Bp_CAM,Bt_Normal,a2,o3,h1,w1,v4,ta3,ts5,tm4,tp2,tme3,td2
10615,U. Ciccioli,Na_Argentina,Tc_Rosario Central,F_Right,Bp_RB,Bt_Normal,a2,o3,h1,w1,v3,ta3,ts2,tm3,tp3,tme2,td4
10616,22S. Singh,Na_India,Tc_East Bengal FC,F_Right,Bp_CB,Bt_Normal,a1,o1,h3,w3,v1,ta1,ts1,tm1,tp2,tme1,td3
10617,S. Narayanan,Na_India,Tc_Bengaluru FC,F_Right,Bp_ST,Bt_Lean,a4,o1,h1,w1,v1,ta3,ts2,tm4,tp3,tme2,td2
10618,24M. Nielsen,Na_Denmark,Tc_Odense Boldklub,F_Right,Bp_GK,Bt_Normal,a1,o1,h5,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
10619,A. Gabriel,Na_Czechia,Tc_FC Midtjylland,F_Right,Bp_CB,Bt_Normal,a4,o4,h5,w5,v4,ta3,ts3,tm3,tp4,tme4,td4
10620,25Slavy,Na_Bulgaria,Tc_SD Eibar,F_Left,Bp_ST,Bt_Stocky,a3,o3,h3,w4,v3,ta4,ts3,tm3,tp5,tme3,td2
10621,I. Galván,Na_Argentina,Tc_Atlético Tucumán,F_Left,Bp_LB,Bt_Lean,a3,o2,h3,w4,v2,ta3,ts3,tm3,tp3,tme3,td3
10622,22P. Giannotti,Na_Italy,Tc_Crotone,F_Right,Bp_RM,Bt_Normal,a3,o2,h1,w1,v3,ta2,ts3,tm4,tp2,tme3,td3
10623,23J. Portales,Na_Peru,Tc_Alianza Lima,F_Right,Bp_CB,Bt_Normal,a4,NA,h5,w5,v3,ta2,ts2,tm1,tp2,tme3,td4
10624,J. Concha,Na_Peru,Tc_Universitario de Deportes,F_Right,Bp_CAM,Bt_Normal,a5,o5,h1,w1,v5,ta5,ts5,tm5,tp5,tme5,td4
10625,25E. Canales,Na_Peru,Tc_Deportivo Garcilaso,F_Right,Bp_RWB,Bt_Normal,a4,o3,h1,w3,v3,ta4,ts3,tm3,tp3,tme3,td4
10626,25A. Moyano,Na_Peru,Tc_Asociación Deportiva Tarma,F_Right,Bp_CM,Bt_Normal,a4,o3,h1,w3,v3,ta4,ts3,tm2,tp3,tme4,td3
10627,22Matheus Davó,Na_Brazil,Tc_Philadelphia Union,F_Right,Bp_ST,Bt_Normal,a2,o2,h1,w1,v2,ta3,ts3,tm3,tp3,tme2,td1
10628,26O. Gallagher,Na_Republic of Ireland,Tc_Lincoln City,F_Right,Bp_CM,Bt_Lean,a2,o1,h4,w4,v1,ta2,ts3,tm2,tp3,tme3,td3
10629,23Kike Ríos,Na_Spain,Tc_Real Valladolid CF,F_Left,Bp_CB,Bt_Normal,a3,o2,h4,w4,v3,ta1,ts1,tm1,tp3,tme2,td4
10630,Dalisson,Na_Spain,Tc_Córdoba CF,F_Right,Bp_CAM,Bt_Lean,a4,o4,h1,w1,v4,ta4,ts5,tm4,tp4,tme4,td3
10631,24H. Birtwistle,Na_Singapore,Tc_Wolverhampton Wanderers,F_Right,Bp_RM,Bt_Lean,a1,o1,h2,w4,v2,ta3,ts3,tm4,tp2,tme3,td3
10632,25J. Gale,Na_England,Tc_Mansfield Town,F_Right,Bp_ST,Bt_Lean,a3,o2,h5,w4,v3,ta4,ts3,tm4,tp5,tme4,td2
10633,25S. Bonnah,Na_Netherlands,Tc_SK Austria Klagenfurt,F_Right,Bp_RWB,Bt_Normal,a2,o3,h1,w1,v3,ta2,ts3,tm5,tp1,tme4,td4
10634,E. Hadaya,Na_Syria,Tc_Sandefjord Fotball,F_Right,Bp_GK,Bt_Normal,a5,o4,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
10635,F. Batista,Na_Uruguay,Tc_Peñarol,F_Right,Bp_ST,Bt_Normal,a5,o5,h2,w3,v4,ta5,ts4,tm3,tp5,tme3,td1
10636,26Z. El Sheiwi,Na_Austria,Tc_FK Austria Wien,F_Left,Bp_LM,Bt_Normal,a2,o1,h2,w4,v1,ta2,ts3,tm3,tp1,tme3,td3
10637,C. Gammelgaard,Na_Denmark,Tc_Vejle Boldklub,F_Left,Bp_LM,Bt_Normal,a3,o4,h4,w3,v5,ta4,ts5,tm4,tp4,tme4,td2
10638,A. Al Ayeri,Na_Saudi Arabia,Tc_NEOM SC,F_Right,Bp_RB,Bt_Normal,a2,o4,h2,w1,v4,ta3,ts3,tm5,tp3,tme4,td4
10639,22P. Acevedo,Na_Argentina,Tc_Newell's Old Boys,F_Right,Bp_RB,Bt_Normal,a1,o2,h1,w1,v2,ta2,ts2,tm2,tp1,tme3,td4
10640,I. Mohamed,Na_Comoros,Tc_Casa Pia,F_Left,Bp_CB,Bt_Normal,a4,o4,h5,w4,v4,ta3,ts3,tm1,tp3,tme4,td5
10641,22F. Cavadias,Na_Germany,Tc_FC Ingolstadt,F_Right,Bp_CB,Bt_Lean,a1,o2,h4,w4,v2,ta2,ts1,tm2,tp2,tme2,td4
10642,Kortajarena,Na_Spain,Tc_Al Kholood,F_Left,Bp_CM,Bt_Normal,a4,o5,h2,w3,v4,ta5,ts5,tm4,tp5,tme5,td5
10643,22Enric,Na_Spain,Tc_Atlas FC,F_Right,Bp_ST,Bt_Lean,a1,o2,h1,w1,v3,ta3,ts2,tm3,tp3,tme2,td1
10644,Nacho Martín,Na_Spain,Tc_Real Sporting de Gijón,F_Right,Bp_RWB,Bt_Normal,a4,o5,h1,w1,v5,ta4,ts5,tm5,tp4,tme5,td5
10645,25W. Jenkins-Davies,Na_Wales,Tc_Plymouth Argyle,F_Right,Bp_CAM,Bt_Normal,a1,o1,h1,w1,v1,ta3,ts3,tm4,tp2,tme3,td3
10646,Calebe,Na_Brazil,Tc_Deportivo Alavés,F_Left,Bp_RM,Bt_Normal,a4,o5,h1,w1,v4,ta5,ts5,tm5,tp4,tme5,td4
10647,M. Dijksteel,Na_Netherlands,Tc_St. Mirren,F_Right,Bp_RM,Bt_Lean,a4,o2,h2,w2,v1,ta2,ts3,tm4,tp3,tme3,td3
10648,25Julen Jon,Na_Spain,Tc_Deportivo Alavés,F_Left,Bp_ST,Bt_Lean,a2,o2,h4,w1,v3,ta4,ts3,tm3,tp4,tme3,td2
10649,22K. Mogg,Na_England,Tc_Wellington Phoenix,F_Left,Bp_CB,Bt_Normal,a2,o1,h2,w4,v1,ta1,ts1,tm1,tp2,tme2,td3
10650,22G. Ott,Na_New Zealand,Tc_Wellington Phoenix,F_Right,Bp_ST,Bt_Normal,a1,o1,h5,w5,v1,ta2,ts2,tm1,tp3,tme2,td2
